State,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Percent,Absolute,Percent,Absolute
District of Columbia,13.6,11.9,11.3,11.9,9.8,7.9,7.7,7.9,7.5,6.0,5.2,4.7,5.2,5.0,5.2,4.7,5.2,5.0,4.9,5.0,4.4,4.4,4.4,4.5,4.5,4.4,4.4,4.3,4.1,4.14,4.3,4.08,4.2,4.0,4.0,3.9,3.2,3.4,3.1,3.2,3.2,3.1,2.6,2.8,3.0,3.0,2.8,2.6,2.9,2.8,2.4,-82.4%,-11.2,-14.5%,-0.4
